"#% increased Attack Speed","공격 속도 #% 증가"
"{0}% increased Attack Speed","공격 속도 {0}% 증가"
"(21-23)% increased Fire Damage","화염 피해 (21-23)% 증가"
"(24-26)% increased Fire Damage","화염 피해 (24-26)% 증가"
"(27-28)% increased Fire Damage","화염 피해 (27-28)% 증가"
"(29-30)% increased Fire Damage","화염 피해 (29-30)% 증가"
"While a Unique Enemy is in your Presence, #% increased Fire Damage","고유 적이 접근해 있는 동안, 화염 피해 #% 증가"
"While a Unique Enemy is in your Presence, {0}% increased Fire Damage","고유 적이 접근해 있는 동안, 화염 피해 {0}% 증가"
"While a Unique Enemy is in your Presence, (21-23)% increased Fire Damage","고유 적이 접근해 있는 동안, 화염 피해 (21-23)% 증가"
"While a Unique Enemy is in your Presence, (24-26)% increased Fire Damage","고유 적이 접근해 있는 동안, 화염 피해 (24-26)% 증가"
"While a Unique Enemy is in your Presence, (27-29)% increased Fire Damage","고유 적이 접근해 있는 동안, 화염 피해 (27-29)% 증가"
"While a Unique Enemy is in your Presence, (30-32)% increased Fire Damage","고유 적이 접근해 있는 동안, 화염 피해 (30-32)% 증가"
"While a Unique Enemy is in your Presence, (33-34)% increased Fire Damage","고유 적이 접근해 있는 동안, 화염 피해 (33-34)% 증가"
"While a Unique Enemy is in your Presence, (35-36)% increased Fire Damage","고유 적이 접근해 있는 동안, 화염 피해 (35-36)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, #% increased Fire Damage","최종 아틀라스 보스가 접근해 있는 동안, 화염 피해 #% 증가"
"While a Pinnacle Atlas Boss is in your Presence, {0}% increased Fire Damage","최종 아틀라스 보스가 접근해 있는 동안, 화염 피해 {0}% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (27-29)% increased Fire Damage","최종 아틀라스 보스가 접근해 있는 동안, 화염 피해 (27-29)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (30-32)% increased Fire Damage","최종 아틀라스 보스가 접근해 있는 동안, 화염 피해 (30-32)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (33-35)% increased Fire Damage","최종 아틀라스 보스가 접근해 있는 동안, 화염 피해 (33-35)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (36-38)% increased Fire Damage","최종 아틀라스 보스가 접근해 있는 동안, 화염 피해 (36-38)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (39-40)% increased Fire Damage","최종 아틀라스 보스가 접근해 있는 동안, 화염 피해 (39-40)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (41-42)% increased Fire Damage","최종 아틀라스 보스가 접근해 있는 동안, 화염 피해 (41-42)% 증가"

"#% increased Cold Damage","냉기 피해 #% 증가"
"{0}% increased Cold Damage","냉기 피해 {0}% 증가"
"(15-17)% increased Cold Damage","냉기 피해 (15-17)% 증가"
"(18-20)% increased Cold Damage","냉기 피해 (18-20)% 증가"
"(21-23)% increased Cold Damage","냉기 피해 (21-23)% 증가"
"(24-26)% increased Cold Damage","냉기 피해 (24-26)% 증가"
"(27-28)% increased Cold Damage","냉기 피해 (27-28)% 증가"
"(29-30)% increased Cold Damage","냉기 피해 (29-30)% 증가"
"While a Unique Enemy is in your Presence, #% increased Cold Damage","고유 적이 접근해 있는 동안, 냉기 피해 #% 증가"
"While a Unique Enemy is in your Presence, {0}% increased Cold Damage","고유 적이 접근해 있는 동안, 냉기 피해 {0}% 증가"
"While a Unique Enemy is in your Presence, (21-23)% increased Cold Damage","고유 적이 접근해 있는 동안, 냉기 피해 (21-23)% 증가"
"While a Unique Enemy is in your Presence, (24-26)% increased Cold Damage","고유 적이 접근해 있는 동안, 냉기 피해 (24-26)% 증가"
"While a Unique Enemy is in your Presence, (27-29)% increased Cold Damage","고유 적이 접근해 있는 동안, 냉기 피해 (27-29)% 증가"
"While a Unique Enemy is in your Presence, (30-32)% increased Cold Damage","고유 적이 접근해 있는 동안, 냉기 피해 (30-32)% 증가"
"While a Unique Enemy is in your Presence, (33-34)% increased Cold Damage","고유 적이 접근해 있는 동안, 냉기 피해 (33-34)% 증가"
"While a Unique Enemy is in your Presence, (35-36)% increased Cold Damage","고유 적이 접근해 있는 동안, 냉기 피해 (35-36)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, #% increased Cold Damage","최종 아틀라스 보스가 접근해 있는 동안, 냉기 피해 #% 증가"
"While a Pinnacle Atlas Boss is in your Presence, {0}% increased Cold Damage","최종 아틀라스 보스가 접근해 있는 동안, 냉기 피해 {0}% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (27-29)% increased Cold Damage","최종 아틀라스 보스가 접근해 있는 동안, 냉기 피해 (27-29)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (30-32)% increased Cold Damage","최종 아틀라스 보스가 접근해 있는 동안, 냉기 피해 (30-32)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (33-35)% increased Cold Damage","최종 아틀라스 보스가 접근해 있는 동안, 냉기 피해 (33-35)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (36-38)% increased Cold Damage","최종 아틀라스 보스가 접근해 있는 동안, 냉기 피해 (36-38)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (39-40)% increased Cold Damage","최종 아틀라스 보스가 접근해 있는 동안, 냉기 피해 (39-40)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (41-42)% increased Cold Damage","최종 아틀라스 보스가 접근해 있는 동안, 냉기 피해 (41-42)% 증가"

"#% increased Lightning Damage","번개 피해 #% 증가"
"{0}% increased Lightning Damage","번개 피해 {0}% 증가"
"(15-17)% increased Lightning Damage","번개 피해 (15-17)% 증가"
"(18-20)% increased Lightning Damage","번개 피해 (18-20)% 증가"
"(21-23)% increased Lightning Damage","번개 피해 (21-23)% 증가"
"(24-26)% increased Lightning Damage","번개 피해 (24-26)% 증가"
"(27-28)% increased Lightning Damage","번개 피해 (27-28)% 증가"
"(29-30)% increased Lightning Damage","번개 피해 (29-30)% 증가"
"While a Unique Enemy is in your Presence, #% increased Lightning Damage","고유 적이 접근해 있는 동안, 번개 피해 #% 증가"
"While a Unique Enemy is in your Presence, {0}% increased Lightning Damage","고유 적이 접근해 있는 동안, 번개 피해 {0}% 증가"
"While a Unique Enemy is in your Presence, (21-23)% increased Lightning Damage","고유 적이 접근해 있는 동안, 번개 피해 (21-23)% 증가"
"While a Unique Enemy is in your Presence, (24-26)% increased Lightning Damage","고유 적이 접근해 있는 동안, 번개 피해 (24-26)% 증가"
"While a Unique Enemy is in your Presence, (27-29)% increased Lightning Damage","고유 적이 접근해 있는 동안, 번개 피해 (27-29)% 증가"
"While a Unique Enemy is in your Presence, (30-32)% increased Lightning Damage","고유 적이 접근해 있는 동안, 번개 피해 (30-32)% 증가"
"While a Unique Enemy is in your Presence, (33-34)% increased Lightning Damage","고유 적이 접근해 있는 동안, 번개 피해 (33-34)% 증가"
"While a Unique Enemy is in your Presence, (35-36)% increased Lightning Damage","고유 적이 접근해 있는 동안, 번개 피해 (35-36)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, #% increased Lightning Damage","최종 아틀라스 보스가 접근해 있는 동안, 번개 피해 #% 증가"
"While a Pinnacle Atlas Boss is in your Presence, {0}% increased Lightning Damage","최종 아틀라스 보스가 접근해 있는 동안, 번개 피해 {0}% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (27-29)% increased Lightning Damage","최종 아틀라스 보스가 접근해 있는 동안, 번개 피해 (27-29)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (30-32)% increased Lightning Damage","최종 아틀라스 보스가 접근해 있는 동안, 번개 피해 (30-32)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (33-35)% increased Lightning Damage","최종 아틀라스 보스가 접근해 있는 동안, 번개 피해 (33-35)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (36-38)% increased Lightning Damage","최종 아틀라스 보스가 접근해 있는 동안, 번개 피해 (36-38)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (39-40)% increased Lightning Damage","최종 아틀라스 보스가 접근해 있는 동안, 번개 피해 (39-40)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (41-42)% increased Lightning Damage","최종 아틀라스 보스가 접근해 있는 동안, 번개 피해 (41-42)% 증가"

"#% increased Chaos Damage","카오스 피해 #% 증가"
"{0}% increased Chaos Damage","카오스 피해 {0}% 증가"
"(15-17)% increased Chaos Damage","카오스 피해 (15-17)% 증가"
"(18-20)% increased Chaos Damage","카오스 피해 (18-20)% 증가"
"(21-23)% increased Chaos Damage","카오스 피해 (21-23)% 증가"
"(24-26)% increased Chaos Damage","카오스 피해 (24-26)% 증가"
"(27-28)% increased Chaos Damage","카오스 피해 (27-28)% 증가"
"(29-30)% increased Chaos Damage","카오스 피해 (29-30)% 증가"
"While a Unique Enemy is in your Presence, #% increased Chaos Damage","고유 적이 접근해 있는 동안, 카오스 피해 #% 증가"
"While a Unique Enemy is in your Presence, {0}% increased Chaos Damage","고유 적이 접근해 있는 동안, 카오스 피해 {0}% 증가"
"While a Unique Enemy is in your Presence, (21-23)% increased Chaos Damage","고유 적이 접근해 있는 동안, 카오스 피해 (21-23)% 증가"
"While a Unique Enemy is in your Presence, (24-26)% increased Chaos Damage","고유 적이 접근해 있는 동안, 카오스 피해 (24-26)% 증가"
"While a Unique Enemy is in your Presence, (27-29)% increased Chaos Damage","고유 적이 접근해 있는 동안, 카오스 피해 (27-29)% 증가"
"While a Unique Enemy is in your Presence, (30-32)% increased Chaos Damage","고유 적이 접근해 있는 동안, 카오스 피해 (30-32)% 증가"
"While a Unique Enemy is in your Presence, (33-34)% increased Chaos Damage","고유 적이 접근해 있는 동안, 카오스 피해 (33-34)% 증가"
"While a Unique Enemy is in your Presence, (35-36)% increased Chaos Damage","고유 적이 접근해 있는 동안, 카오스 피해 (35-36)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, #% increased Chaos Damage","최종 아틀라스 보스가 접근해 있는 동안, 카오스 피해 #% 증가"
"While a Pinnacle Atlas Boss is in your Presence, {0}% increased Chaos Damage","최종 아틀라스 보스가 접근해 있는 동안, 카오스 피해 {0}% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (27-29)% increased Chaos Damage","최종 아틀라스 보스가 접근해 있는 동안, 카오스 피해 (27-29)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (30-32)% increased Chaos Damage","최종 아틀라스 보스가 접근해 있는 동안, 카오스 피해 (30-32)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (33-35)% increased Chaos Damage","최종 아틀라스 보스가 접근해 있는 동안, 카오스 피해 (33-35)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (36-38)% increased Chaos Damage","최종 아틀라스 보스가 접근해 있는 동안, 카오스 피해 (36-38)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (39-40)% increased Chaos Damage","최종 아틀라스 보스가 접근해 있는 동안, 카오스 피해 (39-40)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (41-42)% increased Chaos Damage","최종 아틀라스 보스가 접근해 있는 동안, 카오스 피해 (41-42)% 증가"

"#% increased Global Physical Damage","일반 물리 피해 #% 추가"
"{0}% increased Global Physical Damage","일반 물리 피해 {0}% 추가"
"(15-17)% increased Global Physical Damage","일반 물리 피해 (15-17)% 증가"
"(18-20)% increased Global Physical Damage","일반 물리 피해 (18-20)% 증가"
"(21-23)% increased Global Physical Damage","일반 물리 피해 (21-23)% 증가"
"(24-26)% increased Global Physical Damage","일반 물리 피해 (24-26)% 증가"
"(27-28)% increased Global Physical Damage","일반 물리 피해 (27-28)% 증가"
"(29-30)% increased Global Physical Damage","일반 물리 피해 (29-30)% 증가"
"While a Unique Enemy is in your Presence, #% increased Global Physical Damage","고유 적이 접근해 있는 동안, 일반 물리 피해 #% 증가"
"While a Unique Enemy is in your Presence, {0}% increased Global Physical Damage","고유 적이 접근해 있는 동안, 일반 물리 피해 {0}% 증가"
"While a Unique Enemy is in your Presence, (21-23)% increased Global Physical Damage","고유 적이 접근해 있는 동안, 일반 물리 피해 (21-23)% 증가"
"While a Unique Enemy is in your Presence, (24-26)% increased Global Physical Damage","고유 적이 접근해 있는 동안, 일반 물리 피해 (24-26)% 증가"
"While a Unique Enemy is in your Presence, (27-29)% increased Global Physical Damage","고유 적이 접근해 있는 동안, 일반 물리 피해 (27-29)% 증가"
"While a Unique Enemy is in your Presence, (30-32)% increased Global Physical Damage","고유 적이 접근해 있는 동안, 일반 물리 피해 (30-32)% 증가"
"While a Unique Enemy is in your Presence, (33-34)% increased Global Physical Damage","고유 적이 접근해 있는 동안, 일반 물리 피해 (33-34)% 증가"
"While a Unique Enemy is in your Presence, (35-36)% increased Global Physical Damage","고유 적이 접근해 있는 동안, 일반 물리 피해 (35-36)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, #% increased Global Physical Damage","최종 아틀라스 보스가 접근해 있는 동안, 일반 물리 피해 #% 증가"
"While a Pinnacle Atlas Boss is in your Presence, {0}% increased Global Physical Damage","최종 아틀라스 보스가 접근해 있는 동안, 일반 물리 피해 {0}% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (27-29)% increased Global Physical Damage","최종 아틀라스 보스가 접근해 있는 동안, 일반 물리 피해 (27-29)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (30-32)% increased Global Physical Damage","최종 아틀라스 보스가 접근해 있는 동안, 일반 물리 피해 (30-32)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (33-35)% increased Global Physical Damage","최종 아틀라스 보스가 접근해 있는 동안, 일반 물리 피해 (33-35)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (36-38)% increased Global Physical Damage","최종 아틀라스 보스가 접근해 있는 동안, 일반 물리 피해 (36-38)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (39-40)% increased Global Physical Damage","최종 아틀라스 보스가 접근해 있는 동안, 일반 물리 피해 (39-40)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (41-42)% increased Global Physical Damage","최종 아틀라스 보스가 접근해 있는 동안, 일반 물리 피해 (41-42)% 증가"

"#% increased Arctic Armour Buff Effect","한기의 방어구 버프 효과 #% 증가"
"{0}% increased Arctic Armour Buff Effect","한기의 방어구 버프 효과 {0}% 증가"
"(15-17)% increased Arctic Armour Buff Effect","한기의 방어구 버프 효과 (15-17)% 증가"
"(18-20)% increased Arctic Armour Buff Effect","한기의 방어구 버프 효과 (18-20)% 증가"
"(21-23)% increased Arctic Armour Buff Effect","한기의 방어구 버프 효과 (21-23)% 증가"
"(24-26)% increased Arctic Armour Buff Effect","한기의 방어구 버프 효과 (24-26)% 증가"
"(27-29)% increased Arctic Armour Buff Effect","한기의 방어구 버프 효과 (27-29)% 증가"
"(30-32)% increased Arctic Armour Buff Effect","한기의 방어구 버프 효과 (30-32)% 증가"
"While a Unique Enemy is in your Presence, #% increased Arctic Armour Buff Effect","고유 적이 접근해 있는 동안, 한기의 방어구 버프 효과 #% 증가"
"While a Unique Enemy is in your Presence, {0}% increased Arctic Armour Buff Effect","고유 적이 접근해 있는 동안, 한기의 방어구 버프 효과 {0}% 증가"
"While a Unique Enemy is in your Presence, (24-26)% increased Arctic Armour Buff Effect","고유 적이 접근해 있는 동안, 한기의 방어구 버프 효과 (24-26)% 증가"
"While a Unique Enemy is in your Presence, (27-29)% increased Arctic Armour Buff Effect","고유 적이 접근해 있는 동안, 한기의 방어구 버프 효과 (27-29)% 증가"
"While a Unique Enemy is in your Presence, (30-32)% increased Arctic Armour Buff Effect","고유 적이 접근해 있는 동안, 한기의 방어구 버프 효과 (30-32)% 증가"
"While a Unique Enemy is in your Presence, (33-35)% increased Arctic Armour Buff Effect","고유 적이 접근해 있는 동안, 한기의 방어구 버프 효과 (33-35)% 증가"
"While a Unique Enemy is in your Presence, (36-38)% increased Arctic Armour Buff Effect","고유 적이 접근해 있는 동안, 한기의 방어구 버프 효과 (36-38)% 증가"
"While a Unique Enemy is in your Presence, (39-41)% increased Arctic Armour Buff Effect","고유 적이 접근해 있는 동안, 한기의 방어구 버프 효과 (39-41)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, #% increased Arctic Armour Buff Effect","최종 아틀라스 보스가 접근해 있는 동안, 한기의 방어구 버프 효과 #% 증가"
"While a Pinnacle Atlas Boss is in your Presence, {0}% increased Arctic Armour Buff Effect","최종 아틀라스 보스가 접근해 있는 동안, 한기의 방어구 버프 효과 {0}% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (33-35)% increased Arctic Armour Buff Effect","최종 아틀라스 보스가 접근해 있는 동안, 한기의 방어구 버프 효과 (33-35)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (36-38)% increased Arctic Armour Buff Effect","최종 아틀라스 보스가 접근해 있는 동안, 한기의 방어구 버프 효과 (36-38)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (39-41)% increased Arctic Armour Buff Effect","최종 아틀라스 보스가 접근해 있는 동안, 한기의 방어구 버프 효과 (39-41)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (42-44)% increased Arctic Armour Buff Effect","최종 아틀라스 보스가 접근해 있는 동안, 한기의 방어구 버프 효과 (42-44)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (45-47)% increased Arctic Armour Buff Effect","최종 아틀라스 보스가 접근해 있는 동안, 한기의 방어구 버프 효과 (45-47)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (48-50)% increased Arctic Armour Buff Effect","최종 아틀라스 보스가 접근해 있는 동안, 한기의 방어구 버프 효과 (48-50)% 증가"

"Flesh and Stone has #% increased Area of Effect","육체와 돌의 효과 범위 #% 증가"
"Flesh and Stone has {0}% increased Area of Effect","육체와 돌의 효과 범위 {0}% 증가"
"Flesh and Stone has (15-17)% increased Area of Effect","육체와 돌의 효과 범위 (15-17)% 증가"
"Flesh and Stone has (18-20)% increased Area of Effect","육체와 돌의 효과 범위 (18-20)% 증가"
"Flesh and Stone has (21-23)% increased Area of Effect","육체와 돌의 효과 범위 (21-23)% 증가"
"Flesh and Stone has (24-26)% increased Area of Effect","육체와 돌의 효과 범위 (24-26)% 증가"
"Flesh and Stone has (27-29)% increased Area of Effect","육체와 돌의 효과 범위 (27-29)% 증가"
"Flesh and Stone has (30-32)% increased Area of Effect","육체와 돌의 효과 범위 (30-32)% 증가"
"While a Unique Enemy is in your Presence, Flesh and Stone has #% increased Area of Effect","고유 적이 접근해 있는 동안, 육체와 돌의 효과 범위 #% 증가"
"While a Unique Enemy is in your Presence, Flesh and Stone has {0}% increased Area of Effect","고유 적이 접근해 있는 동안, 육체와 돌의 효과 범위 {0}% 증가"
"While a Unique Enemy is in your Presence, Flesh and Stone has (24-26)% increased Area of Effect","고유 적이 접근해 있는 동안, 육체와 돌의 효과 범위 (24-26)% 증가"
"While a Unique Enemy is in your Presence, Flesh and Stone has (27-29)% increased Area of Effect","고유 적이 접근해 있는 동안, 육체와 돌의 효과 범위 (27-29)% 증가"
"While a Unique Enemy is in your Presence, Flesh and Stone has (30-32)% increased Area of Effect","고유 적이 접근해 있는 동안, 육체와 돌의 효과 범위 (30-32)% 증가"
"While a Unique Enemy is in your Presence, Flesh and Stone has (33-35)% increased Area of Effect","고유 적이 접근해 있는 동안, 육체와 돌의 효과 범위 (33-35)% 증가"
"While a Unique Enemy is in your Presence, Flesh and Stone has (36-38)% increased Area of Effect","고유 적이 접근해 있는 동안, 육체와 돌의 효과 범위 (36-38)% 증가"
"While a Unique Enemy is in your Presence, Flesh and Stone has (39-41)% increased Area of Effect","고유 적이 접근해 있는 동안, 육체와 돌의 효과 범위 (39-41)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, Flesh and Stone has #% increased Area of Effect","최종 아틀라스 보스가 접근해 있는 동안, 육체와 돌의 효과 범위 #% 증가"
"While a Pinnacle Atlas Boss is in your Presence, Flesh and Stone has {0}% increased Area of Effect","최종 아틀라스 보스가 접근해 있는 동안, 육체와 돌의 효과 범위 {0}% 증가"
"While a Pinnacle Atlas Boss is in your Presence, Flesh and Stone has (33-35)% increased Area of Effect","최종 아틀라스 보스가 접근해 있는 동안, 육체와 돌의 효과 범위 (33-35)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, Flesh and Stone has (36-38)% increased Area of Effect","최종 아틀라스 보스가 접근해 있는 동안, 육체와 돌의 효과 범위 (36-38)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, Flesh and Stone has (39-41)% increased Area of Effect","최종 아틀라스 보스가 접근해 있는 동안, 육체와 돌의 효과 범위 (39-41)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, Flesh and Stone has (42-44)% increased Area of Effect","최종 아틀라스 보스가 접근해 있는 동안, 육체와 돌의 효과 범위 (42-44)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, Flesh and Stone has (45-47)% increased Area of Effect","최종 아틀라스 보스가 접근해 있는 동안, 육체와 돌의 효과 범위 (45-47)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, Flesh and Stone has (48-50)% increased Area of Effect","최종 아틀라스 보스가 접근해 있는 동안, 육체와 돌의 효과 범위 (48-50)% 증가"

"Tempest Shield has #% increased Buff Effect","폭풍의 방패의 버프 효과 #% 증가"
"Tempest Shield has {0}% increased Buff Effect","폭풍의 방패의 버프 효과 {0}% 증가"
"Tempest Shield has (15-17)% increased Buff Effect","폭풍의 방패의 버프 효과 (15-17)% 증가"
"Tempest Shield has (18-20)% increased Buff Effect","폭풍의 방패의 버프 효과 (18-20)% 증가"
"Tempest Shield has (21-23)% increased Buff Effect","폭풍의 방패의 버프 효과 (21-23)% 증가"
"Tempest Shield has (24-26)% increased Buff Effect","폭풍의 방패의 버프 효과 (24-26)% 증가"
"Tempest Shield has (27-29)% increased Buff Effect","폭풍의 방패의 버프 효과 (27-29)% 증가"
"Tempest Shield has (30-32)% increased Buff Effect","폭풍의 방패의 버프 효과 (30-32)% 증가"
"While a Unique Enemy is in your Presence, Tempest Shield has #% increased Buff Effect","고유 적이 접근해 있는 동안, 폭풍의 방패의 버프 효과 #% 증가"
"While a Unique Enemy is in your Presence, Tempest Shield has {0}% increased Buff Effect","고유 적이 접근해 있는 동안, 폭풍의 방패의 버프 효과 {0}% 증가"
"While a Unique Enemy is in your Presence, Tempest Shield has (24-26)% increased Buff Effect","고유 적이 접근해 있는 동안, 폭풍의 방패의 버프 효과 (24-26)% 증가"
"While a Unique Enemy is in your Presence, Tempest Shield has (27-29)% increased Buff Effect","고유 적이 접근해 있는 동안, 폭풍의 방패의 버프 효과 (27-29)% 증가"
"While a Unique Enemy is in your Presence, Tempest Shield has (30-32)% increased Buff Effect","고유 적이 접근해 있는 동안, 폭풍의 방패의 버프 효과 (30-32)% 증가"
"While a Unique Enemy is in your Presence, Tempest Shield has (33-35)% increased Buff Effect","고유 적이 접근해 있는 동안, 폭풍의 방패의 버프 효과 (33-35)% 증가"
"While a Unique Enemy is in your Presence, Tempest Shield has (36-38)% increased Buff Effect","고유 적이 접근해 있는 동안, 폭풍의 방패의 버프 효과 (36-38)% 증가"
"While a Unique Enemy is in your Presence, Tempest Shield has (39-41)% increased Buff Effect","고유 적이 접근해 있는 동안, 폭풍의 방패의 버프 효과 (39-41)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, Tempest Shield has #% increased Buff Effect","최종 아틀라스 보스가 접근해 있는 동안, 폭풍의 방패의 버프 효과 #% 증가"
"While a Pinnacle Atlas Boss is in your Presence, Tempest Shield has {0}% increased Buff Effect","최종 아틀라스 보스가 접근해 있는 동안, 폭풍의 방패의 버프 효과 {0}% 증가"
"While a Pinnacle Atlas Boss is in your Presence, Tempest Shield has (33-35)% increased Buff Effect","최종 아틀라스 보스가 접근해 있는 동안, 폭풍의 방패의 버프 효과 (33-35)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, Tempest Shield has (36-38)% increased Buff Effect","최종 아틀라스 보스가 접근해 있는 동안, 폭풍의 방패의 버프 효과 (36-38)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, Tempest Shield has (39-41)% increased Buff Effect","최종 아틀라스 보스가 접근해 있는 동안, 폭풍의 방패의 버프 효과 (39-41)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, Tempest Shield has (42-44)% increased Buff Effect","최종 아틀라스 보스가 접근해 있는 동안, 폭풍의 방패의 버프 효과 (42-44)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, Tempest Shield has (45-47)% increased Buff Effect","최종 아틀라스 보스가 접근해 있는 동안, 폭풍의 방패의 버프 효과 (45-47)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, Tempest Shield has (48-50)% increased Buff Effect","최종 아틀라스 보스가 접근해 있는 동안, 폭풍의 방패의 버프 효과 (48-50)% 증가"

"#% of Damage is taken from Mana before Life","받는 피해의 #%를 생명력 대신 마나로 소모"
"{0}% of Damage is taken from Mana before Life","받는 피해의 {0}%를 생명력 대신 마나로 소모"
"5% of Damage is taken from Mana before Life","받는 피해의 5%를 생명력 대신 마나로 소모"
"6% of Damage is taken from Mana before Life","받는 피해의 6%를 생명력 대신 마나로 소모"
"7% of Damage is taken from Mana before Life","받는 피해의 7%를 생명력 대신 마나로 소모"
"8% of Damage is taken from Mana before Life","받는 피해의 8%를 생명력 대신 마나로 소모"
"9% of Damage is taken from Mana before Life","받는 피해의 9%를 생명력 대신 마나로 소모"
"10% of Damage is taken from Mana before Life","받는 피해의 10%를 생명력 대신 마나로 소모"
"While a Unique Enemy is in your Presence, #% of Damage is taken from Mana before Life","고유 적이 접근해 있는 동안, 받는 피해의 #%를 생명력 대신 마나로 소모"
"While a Unique Enemy is in your Presence, {0}% of Damage is taken from Mana before Life","고유 적이 접근해 있는 동안, 받는 피해의 {0}%를 생명력 대신 마나로 소모"
"While a Unique Enemy is in your Presence, 7% of Damage is taken from Mana before Life","고유 적이 접근해 있는 동안, 받는 피해의 7%를 생명력 대신 마나로 소모"
"While a Unique Enemy is in your Presence, 8% of Damage is taken from Mana before Life","고유 적이 접근해 있는 동안, 받는 피해의 8%를 생명력 대신 마나로 소모"
"While a Unique Enemy is in your Presence, 9% of Damage is taken from Mana before Life","고유 적이 접근해 있는 동안, 받는 피해의 9%를 생명력 대신 마나로 소모"
"While a Unique Enemy is in your Presence, 10% of Damage is taken from Mana before Life","고유 적이 접근해 있는 동안, 받는 피해의 10%를 생명력 대신 마나로 소모"
"While a Unique Enemy is in your Presence, 11% of Damage is taken from Mana before Life","고유 적이 접근해 있는 동안, 받는 피해의 11%를 생명력 대신 마나로 소모"
"While a Unique Enemy is in your Presence, 12% of Damage is taken from Mana before Life","고유 적이 접근해 있는 동안, 받는 피해의 12%를 생명력 대신 마나로 소모"
"While a Pinnacle Atlas Boss is in your Presence, #% of Damage is taken from Mana before Life","최종 아틀라스 보스가 접근해 있는 동안, 받는 피해의 #%를 생명력 대신 마나로 소모"
"While a Pinnacle Atlas Boss is in your Presence, {0}% of Damage is taken from Mana before Life","최종 아틀라스 보스가 접근해 있는 동안, 받는 피해의 {0}%를 생명력 대신 마나로 소모"
"While a Pinnacle Atlas Boss is in your Presence, 9% of Damage is taken from Mana before Life","최종 아틀라스 보스가 접근해 있는 동안, 받는 피해의 9%를 생명력 대신 마나로 소모"
"While a Pinnacle Atlas Boss is in your Presence, 10% of Damage is taken from Mana before Life","최종 아틀라스 보스가 접근해 있는 동안, 받는 피해의 10%를 생명력 대신 마나로 소모"
"While a Pinnacle Atlas Boss is in your Presence, 11% of Damage is taken from Mana before Life","최종 아틀라스 보스가 접근해 있는 동안, 받는 피해의 11%를 생명력 대신 마나로 소모"
"While a Pinnacle Atlas Boss is in your Presence, 12% of Damage is taken from Mana before Life","최종 아틀라스 보스가 접근해 있는 동안, 받는 피해의 12%를 생명력 대신 마나로 소모"
