"	-10% to all Resistances","	모든 원소 저항 -10%"
"	Life Regeneration","	생명력 재생"
"	Life Regeneration, Area of Effect","	생명력 재생, 효과 범위"
"	Life Regeneration, Endurance Charge on Kill","	생명력 재생, 처치 시 인내 충전"
"	Life Regeneration, Fire Damage","	생명력 재생, 화염 피해"
"	Life Regeneration, Fire Resistance","	생명력 재생, 화염 저항"
"	Life Regeneration, Totem Placement Speed","	생명력 재생, 토템 설치 속도"
"	Life and Armour","	생명력 및 방어도"
"	Life and Elemental Ailment Avoidance","	생명력 및 원소 상태 이상 긴급회피"
"	Life and Elemental Resistances","	생명력 및 원소 저항"
"	Life and Energy Shield on Kill","	살인에 대한 생명과 에너지 방패"
"	Life and Energy Shield","	생명력 및 에너지 보호막"
"	Life and Flasks","	생명력과 플라스크"
"	Life and Life on Kill","	생명력 및 처치 시 생명력"
"	Life and Mana Leech","	생명력 및 마나 흡수"
"	Life and Mana on Hit","	명중 시 생명력 및 마나"
"	Life and Mana on Kill against Cursed Enemies","	저주받은 적 처치 시 생명력 및 마나"
"	Life and Reduced Cost","	생명력 및 소모 감소"
"	Life and Strength","	생명력 및 힘"
"	Life and Stun Avoidance","	생명력 및 기절 긴급회피"
"	Life from Death","	죽음에서 피어난 삶"
"	Life on Hit","	명중 시 생명력"
"	Life on Kill against Cursed Enemies","	저주받은 적 처치 시 생명력"
"	Life on Kill and Recoup","	처치 시 생명력 및 회생"
"	Life","	생명력"
"	Light Eater","	빛 포식자"
"	Light of Divinity","	신성의 빛"
"	Lightning Ailment Effect","	번개 상태 이상 효과"
"	Lightning Critical Strike Multiplier","	번개 치명타 피해 배율"
"	Lightning Damage and Cast Speed","	번개 피해 및 시전 속도"
"	Lightning Damage and Shock Chance","	번개 피해 및 감전 확률"
"	Lightning Damage","	번개 피해"
"	Lightning Mastery","	번개 숙련"
"	Lightning Resistance","	번개 저항"
"	Lightning Walker","	번개 보행자"
"	Like Clockwork","	태엽장치처럼"
"	Link Cast Speed","	연결 시전 속도"
"	Link Duration and Cast Speed","	연결 지속시간 및 시전 속도"
"	Link Duration","	연결 지속시간"
"	Link Effect","	연결 효과"
"	Link Mana Cost and Cast Speed","	연결 마나 소모 및 시전 속도"
"	Link Mana Cost","	연결 마나 소모"
"	Link Mastery","	연결 숙련"
"	Liquid Inspiration","	흐르는영감"
"	Longshot","	대담한 사격"
"	Longshot","	원거리 사격"
"	Lord of Drought","	가뭄의 군주"
"	Lord of the Dead","	망자의 군주"
"	Low Tolerance","	낮은 역치"
"	Loyalty Tattoo of Ahuana","	아후아나의 충성 문신"
"	Loyalty Tattoo of Akoya","	아코야의 충성 문신"
"	Loyalty Tattoo of Ikiaho","	이키아호의 충성 문신"
"	Loyalty Tattoo of Kahuturoa","	카후투로아의 충성 문신"
"	Loyalty Tattoo of Kaom","	카옴의 충성 문신"
"	Loyalty Tattoo of Kiloava","	킬로아바의 충성 문신"
"	Loyalty Tattoo of Maata","	마아타의 충성 문신"
"	Loyalty Tattoo of Rakiata","	라키아타의 충성 문신"
"	Loyalty Tattoo of Tawhanuku","	타하누쿠의 충성 문신"
"	Loyalty Tattoo of Utula","	우툴라의 충성 문신"
"	Lust for Carnage","	학살의 욕망"
"	MARAUDER","	머라우더"
"	Mace Critical Strike Chance and Multiplier","	철퇴 치명타 확률 및 피해"
"	Mace Critical Strike Chance","	철퇴 치명타 확률"
"	Mace Critical Strike Multiplier","	철퇴 치명타 피해 배율"
"	Mace Damage and Area of Effect","	철퇴 피해 및 효과 범위"
"	Mace Damage and Attack Speed","	철퇴 피해 및 공격 속도"
"	Mace Damage and Critical Strike Chance","	철퇴 피해 및 치명타 확률"
"	Mace Damage and Reduced Enemy Stun Threshold","	철퇴 피해 및 적의 기절 한계치 감소"
"	Mace Damage and Stun Duration","	철퇴 피해 및 기절 지속시간"
"	Mace Damage","	철퇴 피해"
"	Mace Elemental Damage and Accuracy","	철퇴 원소 피해 및 정확도"
"	Mace Mastery","	철퇴 숙련"
"	Mage Bane","	마법사의 파멸"
"	Mage Hunter","	마법사 사냥꾼"
"	Magebane","	마법사 파멸"
"	Magmatic Strikes","	마그마성 일격"
"	Magnifier","	확대경"
"	Malicious Intent","	불순한 의도"
"	Mana Flask Charge Gain","	마나 플라스크 충전 획득"
"	Mana Flasks","	마나 플라스크"
"	Mana Flows","	마나의 흐름"
"	Mana Leech","	마나 흡수"
"	Mana Mastery","	마나 숙련"
"	Mana Regeneration and Increased Mana Cost","	마나 재생 및 마나 소모 증가"
"	Mana Regeneration and Intelligence","	마나 재생 및 지능"
"	Mana Regeneration and Life","	마나 재생 및 생명력"
"	Mana Regeneration and Reduced Mana Cost","	마나 재생 및 마나 소모 감소"
"	Mana Regeneration per Power Charge","	권능 충전 하나당 마나 재생"
"	Mana Regeneration","	마나 재생"
"	Mana Regeneration, Arcane Surge Effect","	마나 재생, 비전 쇄도 효과"
"	Mana Regeneration, Brand Damage","	마나 재생, 낙인 피해"
"	Mana Regeneration, Mana","	마나 재생, 마나"
"	Mana Regeneration, Totem Placement Speed","	마나 재생, 토템 설치 속도"
"	Mana and Arcane Surge Effect","	마나 및 비전 쇄도 효과"
"	Mana and Aura Area of Effect","	마나 및 오라 효과 범위"
"	Mana and Flask Charges Gained","	마나 및 플라스크 충전 획득"
"	Mana and Flask Effect","	마나와 플라스크 효과"
"	Mana and Flasks","	마나와 플라스크"
"	Mana and Guard Skill Cooldown Recovery","	마나 및 수호 스킬 재사용 대기시간 회복"
"	Mana and Life Regeneration","	마나 및 생명력 재생"
"	Mana and Life","	마나 및 생명력"
"	Mana and Mana Regeneration","	마나 및 마나 재생"
"	Mana and Mana on Kill","	마나 및 처치 시 마나"
"	Mana and Reduced Mana Cost","	마나 및 마나 소모 감소"
"	Mana and Spell Block","	마나 및 주문 막기"
"	Mana and Spell Damage","	마나 및 주문 피해"
"	Mana on Hit","	명중 시 마나"
"	Mana on Kill against Cursed Enemies","	저주받은 적 처치 시 마나"
"	Mana","	마나"
"	Marauder Ascendancy","	머라우더 전직"
"	Mark Effect","	징표 효과"
"	Mark Mastery","	징표 숙련"
"	Mark the Prey","	사냥감 징표 찍기"
"	Marked Enemy Reduced Accuracy","	징표가 찍힌 적의 정확도 감소"
"	Marked for Death","	죽음의 징표"
"	Martial Experience","	무도 경험"
"	Martial Mastery","	무술 숙달"
"	Martial Momentum","	전투 기세"
"	Martial Prowess","	무예 기량"
"	Master Alchemist","	일류 연금술사"
"	Master Distiller","	증류의 달인"
"	Master Fletcher","	화살 숙련가"
"	Master Sapper","	일급 공병"
"	Master Surgeon","	일류 의사"
"	Master Toxicist","	일류 독술사"
"	Master of Blades","	칼날의 대가"
"	Master of Command","	지휘의 달인"
"	Master of Fear","	두려움의 주인"
"	Master of Fire","	불의 주인"
"	Master of Metal","	금속의 대가"
"	Master of the Arena","	투기장 숙련"
"	Master of the Arena","	투기장의 대가"
"	Master of the Maelstrom","	소용돌이의 주인"
"	Master the Fundamentals","	기본기의 달인"
"	Masterful Form","	명인의 형태"
"	Mastermind of Discord","	불화의 지휘자"
"	Maximum Cold Resistance","	냉기 저항 최대치"
"	Maximum Fire Resistance","	화염 저항 최대치"
"	Maximum Fortification","	방어 상승 최대치"
"	Maximum Lightning Resistance","	번개 저항 최대치"
"	Measured Fury","	계획적인 광분"
"	Medium Jewel Socket","	중형 주얼 슬롯"
"	Melding","	융합"
"	Melee Area of Effect and Damage","	근접 효과 범위 및 피해"
"	Melee Attack Speed","	근접 공격 속도"
"	Melee Critical Strike Chance","	근접 치명타 확률"
"	Melee Critical Strike Multiplier","	근접 치명타 피해 증가"
"	Melee Damage and Life","	근접 피해 및 생명력"
"	Melee Damage and Strike Range","	근접 피해 및 타격 범위"
"	Melee Damage","	근접 피해"
"	Mender's Wellspring","	땜장이의 원천"
"	Mental Rapidity","	신속한 정신"
"	Merciless Skewering","	무자비한 꿰뚫기"
"	Might","	완력"
"	Militarism","	상무 정신"
"	Mind Drinker","	정신 흡수자"
"	Mind Over Matter","	물질보다 정신"
"	Mindfulness","	열린 사고"
"	Mindless Aggression","	이유없는 공격성"
"	Mine Area of Effect","	지뢰 효과 범위"
"	Mine Critical Strike Chance and Multiplier","	지뢰 치명타 확률 및 배율"
"	Mine Critical Strike Chance","	지뢰 치명타 확률"
"	Mine Critical Strike Multiplier","	지뢰 치명타 배율"
"	Mine Damage and Reservation Efficiency","	지뢰 피해 및 점유 효율"
"	Mine Damage","	지뢰 피해"
"	Mine Detonation Speed","	지뢰 폭파 속도"
"	Mine Duration","	지뢰 지속시간"
"	Mine Mastery","	지뢰 숙련"
"	Mine Throwing Speed","	지뢰 투척 속도"
"	Minion Accuracy","	소환수 정확도"
"	Minion Attack and Cast Speed","	소환수 공격 및 시전 속도"
"	Minion Block","	소환수 막기"
"	Minion Critical Strike Chance","	소환수 치명타 확률"
"	Minion Critical Strike Multiplier","	소환수 치명타 피해 배율"
"	Minion Damage and Accuracy","	소환수 피해 및 정확도"
"	Minion Damage and Attack and Cast Speed","	소환수 피해, 공격 및 시전 속도"
"	Minion Damage and Duration","	소환수 피해 및 지속 시간"
"	Minion Damage and Life","	소환수 피해 및 생명력"
"	Minion Damage","	소환수 피해"
"	Minion Damage, Aura Effect","	소환수 피해, 오라 효과"
"	Minion Damage, Cast Speed","	소환수 피해, 시전 속도"
"	Minion Damage, Mana","	소환수 피해 , 마나"
"	Minion Damage, Skill Duration","	소환수 피해, 스킬 지속시간"
"	Minion Defence Mastery","	소환수 방어 숙련"
"	Minion Instability","	소환수 불안정"
"	Minion Life Regeneration","	소환수 생명력 재생"
"	Minion Life and Chaos Resistance","	소환수의 생명력 및 카오스 저항"
"	Minion Life and Damage","	소환수 생명력 및 피해"
"	Minion Life and Elemental Resistances","	소환수 생명력 및 원소 저항"
"	Minion Life and Physical Damage Reduction","	소환수 생명력 및 물리 피해 감소"
"	Minion Life","	소환수 생명력 보조"
"	Minion Offence Mastery","	소환수 공격 숙련"
"	Minion Spell Block","	소환수 주문 막기"
"	Misery Everlasting","	영혼이 계속되는 불행"
"	Mistress of Sacrifice","	희생의 여주인"
"	Mistwalker","	안개 속을 걷는 자"
"	Mob Mentality","	집단 사고"
"	Molten One's Mark","	녹아내린 신의 징표"
"	Mortifying Aspect","	사망 측면"
"	Movement Speed and Spell Suppression","	이동 속도 및 주문 억제"
"	Movement Speed per Frenzy Charge","	격분 충전 하나당 이동 속도"
"	Movement Speed","	이동 속도"
"	Multishot","	다중 사격"
"	Mystic Bulwark","	신비한 방벽"
"	Mystic Talents","	신비한 재능"
"	Mystical Ward","	신비한 수호"
"	Mysticism","	신비주의"
"	Natural Authority","	타고난 권위"
"	Natural Remedies","	자연 요법"
"	Natural Vigour","	자연의 활력"
"	Nature's Adrenaline","	자연의 아드레날린"
"	Nature's Boon","	자연의 은혜"
"	Nature's Reprisal","	자연의 앙갚음"
"	Necromancer","	네크로멘서"
"	Necromantic Aegis","	강령술의 비호"
"	Ngamahu, Flame's Advance","	불꽃의 진보, 나마후"
"	Nightstalker","	밤추적자"
"	Nimbleness","	기민함"
"	Nine Lives","	아홉 목숨"
"	No Witnesses","	목격자 없음"
"	Non-Flammable","	내화성"
"	Noxious Strike","	유독성 일격"
"	Numbing Elixir","	마비의 묘약"
"	Occultist","	오컬티스트"
"	Occupying Force","	점령군"
"	Omen of Acceleration","	가속의 징조"
"	Omen of Adrenaline","	아드레날린의 징조"
"	Omen of Amelioration","	개량의 징조"
"	Omen of Bequeathal","	대물림의 징조"
"	Omen of Blanching","	표백의 징조"
"	Omen of Brilliance","	광채의 징조"
"	Omen of Connections","	연결의 징조"
"	Omen of Death's Door","	죽음의 문턱의 징조"
"	Omen of Death-dancing","	죽음의 춤의 징조"
"	Omen of Fortune","	행운의 징조"
"	Omen of Refreshment","	원기 회복의 징조"
"	Omen of Resurgence","	재기의 징조"
"	Omen of Return","	귀환의 징조"
"	Omen of Revenge","	복수의 징조"
"	Omen of the Jeweller","	보석상의 징조"
"	Omen of the Soul Devourer","	영혼 포식자의 징조"
"	One Handed Damage","	한손 피해"
"	One Handed Melee Damage","	한손 근접 피해"
"	One Step Ahead","	한발 앞서"
"	One With Nature","	자연과의 일체화"
"	One with Evil","	악과의 일체화"
"	One with the River","	강에 선 사람"
"	One with the Shield","	방패 소지"
"	Openness","	진솔함"
"	Opportunistic Fusilade","	우발적 연속 공격"
"	Opportunistic","	기회주의"
"	Outmatch and Outlast","	승자생존"
"	Overcharge","	과충전"
"	Overcharged","	과충전"
"	Overlord","	대군주"
"	Overprepared","	준비 과다"
"	Overshock","	과충격"
"	Overwhelm","	압도"
"	Overwhelming Malice","	압도적인 악의"
"	Pain Attunement","	고통의 조율"
"	Pain Forger","	거짓 고통"
"	Painforged","	고통의 대장간"
"	Panopticon","	원형 감옥"
"	Paralysis","	마비"
"	Passive Point","	패시브 포인트"
"	Path of the Duelist","	듀얼리스트의 길"
"	Path of the Hunter","	사냥꾼의 길"
"	Path of the Marauder","	머라우더의 길"
"	Path of the Ranger","	레인저의 길"
"	Path of the Savant","	학자의 길"
"	Path of the Shadow","	쉐도우의 길"
"	Path of the Templar","	템플러의 길"
"	Path of the Warrior","	전사의 길"
"	Path of the Witch","	위치의 길"
"	Pathfinder","	패스파인더"
"	Peace Amidst Chaos","	망중한"
"	Peak Vigour","	절정의 활기"
"	Perfect Agony","	완벽한 고통"
"	Perfect Crime","	완전 범죄"
"	Perfectionist","	완벽주의자"
"	Persistence","	지속성"
"	Phlebotomist","	사혈자"
"	Physical Attack Damage and Life","	물리 공격 피해 및 생명력"
"	Physical Attack Damage","	물리 공격 피해"
"	Physical Bow Damage and Stun Threshold","	활 물리 피해 및 기절 한계치"
"	Physical Bow Damage","	물리 활 피해"
"	Physical Damage Over Time Multiplier","	지속 물리 피해 배율"
"	Physical Damage and Attack and Cast Speed","	물리 피해 및 공격과 시전 속도"
"	Physical Damage and Overwhelm","	물리 피해 및 압도"
"	Physical Damage and Strength","	물리 피해 및 힘"
"	Physical Damage as Extra Cold Damage","	물리 피해를 추가 냉기 피해로 획득"
"	Physical Damage as Extra Fire Damage","	물리 피해를 추가 화염 피해로 획득"
"	Physical Damage","	물리 피해"
"	Physical Damage, Attack Speed","	물리 피해, 공격 속도"
"	Physical Damage, Critical Strike Chance","	물리 피해, 치명타 확률"
"	Physical Damage, Life Leeched per Second","	물리 피해, 초당 생명력 흡수"
"	Physical Damage, Warcry Speed","	물리 피해, 함성 속도"
"	Physical Mastery","	물리 숙련"
"	Physical and Chaos Damage and Life","	물리 및 카오스 피해와 생명력"
"	Physical and Chaos Damage","	물리 및 카오스 피해"
"	Physical and Elemental Damage","	물리 및 원소 피해"
"	Physical and Fire Damage","	물리 및 화염 피해"
"	Physical and Lightning Damage","	물리 및 번개 피해"
"	Physical and Minion Damage","	물리 및 소환수 피해"
"	Physique","	체격"
"	Pierce","	관통 보조"
"	Piercing Shots","	관통 사격"
"	Pious Path","	경건한 길"
"	Plaguebringer","	역병운반자"
"	Point Blank","	근접 사격 보조"
"	Poison Avoidance","	중독 긴급회피"
"	Poison Chance and Damage","	중독 확률 및 피해"
"	Poison Chance and Duration","	중독 확률 및 지속시간"
"	Poison Chance","	중독 확률"
"	Poison Damage Multiplier","	중독 피해 배율"
"	Poison Damage and Cast Speed","	중독 피해 및 시전 속도"
"	Poison Damage and Chance","	중독 피해 및 확률"
"	Poison Mastery","	독 숙련"
"	Poisonous Fangs","	독성 송곳니"
"	Polymath","	대학자"
"	Position Proxy","	위치 프록시"
"	Potency of Will","	의지의 잠재력"
"	Potent Connections","	위력적인 연결"
"	Power Charge Duration","	권능 충전 지속시간"
"	Powerful Assault","	강력한 공격"
"	Powerful Bond","	강력한 유대"
"	Powerful Ward","	강력한 수호"
"	Practical Application","	응용"
"	Practical Application","	현실적 응용"
"	Practiced Caster","	숙련된 시전자"
"	Precise Focus","	틀림없는 집중"
"	Precise Retaliation","	정확한 보복"
"	Precise Technique","	정확한 기술"
"	Precision","	정밀함"
"	Presage","	흉조"
"	Pressure Points","	급소"
"	Primal Manifestation","	원시의 현신"
"	Primal Spirit","	원시 혼백"
"	Primeval Force","	원시적인 힘"
"	Primordial Bond","	태고의 유대"
"	Prism Weave","	빛의 매듭"
"	Prismatic Carapace","	분광 등딱지"
"	Prismatic Dance","	분광의 춤"
"	Prismatic Heart","	분광 심장"
"	Prismatic Skin","	분광 피부"
"	Prodigal Perfection","	사치스러운 마무리"
"	Prodigious Defence","	비범한 방어"
"	Profane Bloom","	부정한 꽃"
"	Profane Chemistry","	부정한 반응"
"	Proficiency","	숙달"
"	Projectile Attack Critical Strike Chance and Multiplier","	투사체 공격 치명타 확률 및 배율"
"	Projectile Attack Critical Strike Chance","	투사체 공격 치명타 확률"
"	Projectile Damage and Accuracy","	투사체 피해, 정확도"
"	Projectile Damage and Attack Speed","	투사체 피해 및 공격 속도"
"	Projectile Damage and Dexterity","	투사체 피해 및 민첩"
"	Projectile Damage and Speed","	투사체 피해 및 속도"
"	Projectile Damage","	투사체 피해"
"	Projectile Damage, Accuracy","	투사체 피해, 정확도"
"	Projectile Damage, Attack Speed","	투사체 피해, 공격 속도"
"	Projectile Damage, Critical Strike Chance","	투사체 피해, 치명타 확률"
"	Projectile Damage, Mark Cast Speed","	투사체 피해, 징표 시전 속도"
"	Projectile Damage, Mirage Archer Duration","	투사체 피해, 신기루 궁수 지속시간"
"	Projectile Damage, Projectile Speed","	투사체 피해, 투사체 속도"
"	Projectile Mastery","	투사체 숙련"
"	Protection Mastery","	보호 숙련"
"	Provocateur","	선동가"
"	Prowess","	기량"
"	Pure Agony","	순수한 고통"
"	Pure Aptitude","	타고난 재능"
"	Pure Guile","	타고난 교활함"
"	Pure Might","	타고난 힘"
"	Purity of Flesh","	육체의 정화"
"	Purposeful Harbinger","	단호한 선구자"
"	Pursuit of Faith","	믿음의 추구"
"	Pyromaniac","	방화광"
"	Quartz Infusion","	석영 주입"
"	Quick Getaway","	신속한 도주"
"	Quick Recovery","	빠른 회복"
"	Quick and Deadly","	빠르고 치명적"
"	Quickstep","	빠른 걸음"
"	RANGER","	레인저"
"	Radiant Crusade","	찬란한 성전"
"	Radiant Faith","	찬란한 믿음"
"	Raider","	레이더"
"	Ramako, Sun's Light","	태양의 빛, 라마코"
"	Rampart","	성벽"
"	Ranger Ascendancy","	레인저 전직"
"	Rapid Assault","	신속한 공격"
"	Rapid Infusion","	신속한 주입"
"	Rattling Bellow","	기운찬 고함"
"	Ravenous Horde","	굶주린 패거리"
"	Raze and Pillage","	파괴와 약탈"
"	Razor's Edge","	예리한 날"
"	Readiness","	준비 태세"
"	Recovery Mastery","	회복 숙련"
"	Redemption","	구원"
"	Reduced Skill Duration","	스킬 지속시간 감소"
"	Reflexes","	반사신경"
"	Reigning Veteran","	지배적인 역전 용사"
"	Relentless Pursuit","	집요한 추적"
"	Relentless","	집요"
"	Remarkable","	비범함"
"	Rend","	찢다"
"	Renewal","	새로운 시작"
"	Repeater","	연발"
"	Replenishing Presence","	차오르는 존재감"
"	Replenishing Remedies","	회복 요법"
"	Reservation Efficiency of Heralds","	전령의 점유 효율"
"	Reservation Efficiency","	점유 효율"
"	Reservation Mastery","	점유 숙련"
"	Resistance and Ailment Protection Mastery","	저항 및 상태 이상 보호 숙련"
"	Resolute Technique","	확고한 기술"
"	Resourcefulness","	지략"
"	Retaliation","	보복"
"	Retribution","	응보"
"	Retribution","	응징"
"	Revelry","	환락"
"	Revenge of the Hunted","	사냥감의 복수"
"	Ribcage Crusher","	흉골 분쇄자"
"	Ricochet","	튕겨 쏘기"
"	Righteous Army","	정의의 군대"
"	Righteous Decree","	정의로운 법령"
"	Righteous Fury","	정의로운 광분"
"	Righteous Path","	의로운 길"
"	Righteous Providence","	정의로운 섭리"
"	Riot Queller","	폭동 진압자"
"	Rite of Ruin","	폐허의 의식"
"	Ritual of Awakening","	각성의 의식"
"	Robust","	왕성함"
"	Rot-Resistant","	부식 저항"
"	Rote Reinforcement","	암기 강화"
"	Rotten Claws","	썩은 발톱"
"	Run Through","	달음박질"
"	Runebinder","	룬 결속사"
"	Runesmith","	룬 제작자"
"	Rupturing","	파열의 힘"
"	SIX","	육"
"	Saboteur","	사보추어"
"	Sacrifice","	희생"
"	Sadist","	가학 성애자"
"	Safeguard","	방비"
"	Sage","	현자"
"	Sanctity","	존엄성"
"	Sanctuary of Thought","	사고의 성역"
"	Sanctuary","	성역"
"	Sanctum of Thought","	사상의 지성소"
"	Sap Psyche","	무너지는 영체"
"	Savage Response","	야만적인 응답"
"	Savage Wounds","	야만적인 상처"
"	Savagery","	야만성"
"	Savour the Moment","	찰나의 음미"
"	Scintillating Idea","	번득이는 사고"
"	Seal Mender","	봉인 땜질"
"	Searing Heat","	이글거리는 열기"
"	Searing Purity","	이글거리는 순수"
"	Season of Ice","	얼음의 계절"
"	Seasoned Swordplay","	노련한 검술"
"	Second Skin","	덧씌운 피부"
"	Seeker Runes","	탐색자의 룬"
"	Self-Control","	자기 절제"
"	Self-Fulfilling Prophecy","	자기 실현적 예언"
"	Sentinel","	파수꾼"
"	Septic Spells","	부패성 주문"
"	Serpent Stance","	독사의 자세"
"	Serpentine Spellslinger","	구불거리는 주문투척"
"	Set and Forget","	자동 수행"
"	Settling Ash","	내려앉는 재"
"	Seven","	일곱"
"	Shadow Ascendancy","	쉐도우 전직"
"	Shaman's Dominion","	주술사의 지배"
"	Shamanistic Fury","	주술사의 광분"
"	Shaper of Flames","	화염의 형성자"
"	Shaper of Storms","	폭풍의 형성자"
"	Shaper of Winter","	겨울의 형성자"
"	Shaper","	쉐이퍼"
"	Shield Block and Block Recovery","	방패 막기 및 막기 회복"
"	Shield Block and Elemental Resistances with a Shield","	방패 막기 및 방패의 원소 저항"
"	Shield Block and Elemental Resistances","	방패 막기 및 원소 저항"
"	Shield Cast Speed","	방패 시전 속도"
"	Shield Damage and Block","	방패 피해 및 막기"
"	Shield Damage and Defences","	방패 피해 및 방어력"
"	Shield Damage","	방패 피해"
"	Shield Defences","	방패 방어력"
"	Shield Mastery","	방패 숙련"
"	Shield Spell Block and Elemental Resistances with a Shield","	주문 방패 막기 및 방패의 원소 저항"
"	Shield Spell Block","	주문 방패 막기"
"	Shield Spell Damage and Spell Block","	방패 주문 피해 및 주문 막기"
"	Shield Spell Damage","	방패 주문 피해"
"	Shifting Shadow","	변화하는 그림자"
"	Shock Avoidance","	감전 긴급회피"
"	Shock Chance","	감전 확률"
"	Shock Resistance","	감전 저항"
"	Shrieking Bolts","	효시"
"	Sign of Purpose","	의지력의 징표"
"	Silent Steps","	은밀한 발걸음"
"	Silver Coin","	실버 코인"
"	Skeletal Atrophy","	해골의 위축"
"	Skill Duration","	스킬 지속시간"
"	Skittering Runes","	달리는 룬 문자"
"	Skull Cracking","	해골 부수기"
"	Skullbreaker","	해골 분쇄자"
"	Slaughter","	살육"
"	Sleepless Sentries","	쉬지 않는 보초"
"	Sleight of Hand","	교묘한 손재주"
"	Small Jewel Socket","	소형 주얼 슬롯"
"	Smashing Strikes","	박살내는 일격"
"	Smite the Weak","	약자 구타"
"	Smoking Remains","	그을린 유해"
"	Snaring Spirits","	꾀어내는 혼"
"	Snowforged","	눈의 대장간"
"	Snowstorm","	눈 태풍"
"	Solipsism","	유아론"
"	Soul Drinker","	영혼 흡수자"
"	Soul Siphon","	영혼 착취"
"	Soul Thief","	영혼 도둑"
"	Soul of Steel","	강철의 영혼"
"	Sovereignty","	주권"
"	Special Reserve","	특별한 점유"
"	Spell Area of Effect and Damage","	주문 효과 범위 및 피해"
"	Spell Block and Elemental Resistances","	주문 막기 및 원소 저항"
"	Spell Block","	주문 막기"
"	Spell Critical Strike Chance","	주문 치명타 확률"
"	Spell Critical Strike Multiplier","	주문 치명타 피해"
"	Spell Damage and Intelligence","	주문 피해 및 지능"
"	Spell Damage and Mana","	주문 피해와 마나"
"	Spell Damage per Power Charge","	권능 충전 하나당 주문 피해"
"	Spell Damage","	주문 피해"
"	Spell Suppression Mastery","	주문 억제 숙련"
"	Spell Suppression and Energy Shield Recharge Rate","	주문 억제 및 에너지 보호막 재충전 속도"
"	Spell Suppression and Life Flask Recovery","	주문 억제 및 생명력 플라스크 회복"
"	Spell Suppression","	주문 억제"
"	Spellbreaker","	주문분쇄자"
"	Spiked Bulwark","	가시 방벽"
"	Spiked Concoction","	약을 탄 물약"
"	Spinecruncher","	척추 접기"
"	Spirit Void","	혼백 비우기"
"	Spiritual Aid","	혼백의 도움"
"	Spiritual Command","	혼백의 명령"
"	Spiteful Presence","	악의에 찬 존재"
"	Split Shot","	분할 사격"
"	Spring Back","	재주 넘기"
"	Staff Accuracy","	지팡이 정확도"
"	Staff Area of Effect","	지팡이 효과 범위"
"	Staff Block","	지팡이 막기"
"	Staff Critical Strike Chance and Multiplier","	지팡이 치명타 확률 및 피해"
"	Staff Critical Strike Chance","	지팡이 치명타 확률"
"	Staff Damage and Armour","	지팡이 피해 및 방어도"
"	Staff Damage and Block","	지팡이 피해 및 막기"
"	Staff Damage and Stun Duration","	지팡이 피해 및 기절 지속시간"
"	Staff Elemental Damage and Penetration","	지팡이 원소 피해 및 관통"
"	Staff Mastery","	지팡이 숙련"
"	Staff Spell Damage and Block","	지팡이 주문 피해 및 막기"
"	Staff Spell Damage and Spell Block","	지팡이 주문 피해 및 주문 막기"
"	Staff Spell Damage","	지팡이 주문 피해"
"	Stamina","	지구력"
"	Stance Skill Cooldown Recovery","	태세 스킬 재사용 대기시간 회복"
"	Static Blows","	정전기 타격"
"	Steadfast","	요지부동"
"	Steady Torment","	꾸준한 격통"
"	Steelwood Stance","	강철목 자세"
"	Steeped in the Profane","	부정에 대한 몰입"
"	Stoic Focus","	엄격한 집중"
"	Storm Drinker","	태풍 흡수자"
"	Storm Weaver","	태풍술사"
"	Storm's Hand","	태풍의 손"
"	Stormrider","	태풍의 기수"
"	Streamlined","	간소화"
"	Strength and Dexterity","	힘과 민첩"
"	Strength and Intelligence","	힘과 지능"
"	Strength","	힘"
"	Strike Leader","	타격대장"
"	Strong Arm","	튼튼한 팔"
"	Stubborn Student","	완고한 연구자"
"	Student of Decay","	부패 연구자"
"	Stun Avoidance","	기절 회피"
"	Stun Duration per Endurance Charge","	인내 충전 하나당 기절 지속시간"
"	Stun Duration","	기절 지속시간"
"	Stun Mastery","	기절 숙련"
"	Stun Recovery","	기절 회복"
"	Stun Threshold Reduction","	기절 한계치 감소"
"	Sublime Form","	숭고한 형상"
"	Sublime Sensation","	숭고한 감각"
"	Successive Detonations","	연이은 폭발"
"	Supercharge","	초과 충전"
"	Supreme Ego","	자만의 정점"
"	Surefooted Striker","	굳건한 공격"
"	Surge of Vigour","	쇄도하는 활력"
"	Surging Vitality","	솟구치는 활력"
"	Surprise Sabotage","	기습적인 방해"
"	Surveillance","	파수"
"	Survivalist","	생존주의자"
"	Swagger","	활보"
"	Swift Killer","	재빠른 살인자"
"	Swift Venoms","	즉발성 맹독"
"	Sword Accuracy and Critical Strike Chance","	검 정확도 및 치명타 확률"
"	Sword Critical Strike Chance and Multiplier","	검 치명타 확률 및 피해"
"	Sword Critical Strike Chance","	검 치명타 확률"
"	Sword Critical Strike Multiplier","	검 치명타 피해 배율"
"	Sword Damage and Attack Speed","	검 피해 및 공격 속도"
"	Sword Damage and Block","	검 피해 및 막기"
"	Sword Damage and Melee Range","	검 피해 및 근접 범위"
"	Sword Damage","	검 피해"
"	Sword Mastery","	검 숙련"
"	TEMPLAR","	템플러"
"	Tasalio, Cleansing Water","	물을 정화하는 자, 타살리오"
"	Taste for Blood","	피의 갈증"
"	Tattoo of the Arohongui Makanga","	아로호누이 마캉가의 문신"
"	Tattoo of the Arohongui Moonwarden","	아로호누이 달의 간수의 문신"
