" Beyond Bosses cannot spawn","이계 보스가 생성되지 않음"
"{0}% increased Maximum total Energy Shield Recovery per second from Leech","흡수로 인한 초당 총 에너지 보호막 회복량 최대치 {0}% 증가"
"{0}% increased Maximum total Life Recovery per second from Leech if you've taken a Savage Hit Recently","최근 4초 이내 야만적인 타격을 받은 경우 흡수의 초당 총 생명력 회복량 최대치 {0}% 증가"
"{0}% increased Maximum total Life Recovery per second from Leech while you have Defiance","저항이 있을 때 흡수로 인한 초당 총 생명력 회복량 최대치 {0}% 증가"
"{0}% increased Maximum total Life Recovery per second from Leech","흡수로 인한 초당 총 생명력 회복량 최대치 {0}% 증가"
"{0}% increased Maximum total Life, Mana and Energy Shield Recovery per second from Leech","흡수로 인한 초당 총 생명력, 마나, 에너지 보호막 회복량 최대치 {0}% 증가"
"{0}% increased Maximum total Mana Recovery per second from Leech","흡수로 인한 초당 총 마나 회복량 최대치 {0}% 증가"
"{0}% increased Melee Attack Speed","근접 공격 속도 {0}% 증가"
"{0}% increased Melee Cold Damage while Fortified","방어 상승 상태에서 근접 냉기 피해 {0}% 증가"
"{0}% increased Melee Cold Damage while holding a Shield","방패를 들고 있는 동안 근접 냉기 피해 {0}% 증가"
"{0}% increased Melee Cold Damage","근접 냉기 피해 {0}% 증가"
"{0}% increased Melee Critical Strike Chance if you've Warcried Recently","최근 4초 이내 함성을 시전한 경우 근접 치명타 확률 {0}% 증가"
"{0}% increased Melee Critical Strike Chance","근접 치명타 확률 {0}% 증가"
"{0}% increased Melee Damage against Bleeding Enemies","출혈 중인 적에 대한 근접 피해 {0}% 증가"
"{0}% increased Melee Damage against Frozen Enemies","동결된 적에게 주는 근접 피해 {0}% 증가"
"{0}% increased Melee Damage against Ignited Enemies","점화된 적에게 주는 근접 피해 {0}% 증가"
"{0}% increased Melee Damage against Shocked Enemies","감전된 적에게 주는 근접 피해 {0}% 증가"
"{0}% increased Melee Damage during any Flask Effect","아무 플라스크나 효과를 받는 동안 근접 피해 {0}% 증가"
"{0}% increased Melee Damage for each second you've been affected by a Warcry Buff, up to a maximum of {1}%","함성 버프의 영향을 받은 시간 1초당 근접 피해 {0}% 증가, 최대 {1}%"
"{0}% increased Melee Damage per Endurance Charge","인내 충전 하나당 근접 피해 {0}% 증가"
"{0}% increased Melee Damage when on Full Life","생명력이 최대일 때 근접 피해 {0}% 증가"
"{0}% increased Melee Damage while Fortified","방어 상승 상태에서 근접 피해 {0}% 증가"
"{0}% increased Melee Damage while Totem is Active","토템이 활성화된 동안 근접 피해 {0}% 증가"
"{0}% increased Melee Damage with Hits at Close Range","근거리에서 명중 시 근접 피해 {0}% 증가"
"{0}% increased Melee Damage","근접 피해 {0}% 증가"
"{0}% increased Melee Fire Damage while holding a Shield","방패를 들고 있는 동안 근접 화염 피해 {0}% 증가"
"{0}% increased Melee Fire Damage","근접 화염 피해 {0}% 증가"
"{0}% increased Melee Physical Damage against Ignited Enemies","점화된 적에게 주는 근접 물리 피해 {0}% 증가"
"{0}% increased Melee Physical Damage per {1} Dexterity","민첩 {1}당 근접 물리 피해 {0}% 증가"
"{0}% increased Melee Physical Damage per {1} Strength while Fortified","방어 상승 상태에서 힘 {1}당 근접 물리 피해 {0}% 증가"
"{0}% increased Melee Physical Damage while Fortified","방어 상승 상태에서 근접 물리 피해 {0}% 증가"
"{0}% increased Melee Physical Damage while holding a Shield","방패를 들고 있는 동안 근접 물리 피해 {0}% 증가"
"{0}% increased Melee Physical Damage with Unarmed Attacks","비무장 상태일 때 공격 시 근접 물리 피해 {0}% 증가"
"{0}% increased Melee Physical Damage","근접 물리 피해 {0}% 증가"
"{0}% increased Melee Splash Area of Effect","근접 범위 피해 효과 범위 {0}% 증가"
"{0}% increased Merchant Prices","상인 가격 {0}% 증가"
"{0}% increased Mine Arming Speed","지뢰 준비 속도 {0}% 증가"
"{0}% increased Mine Damage","지뢰 피해 {0}% 증가"
"{0}% increased Mine Detonation Area of Effect","지뢰 폭파 효과 범위 {0}% 증가"
"{0}% increased Mine Duration","지뢰 지속시간 {0}% 증가"
"{0}% increased Mine Throwing Speed if you Detonated Mines Recently","최근 4초 이내 지뢰를 폭발시킨 경우 지뢰 투척 속도 {0}% 증가"
"{0}% increased Mine Throwing Speed per Frenzy Charge","격분 충전 하나당 지뢰 투척 속도 {0}% 증가"
"{0}% increased Mine Throwing Speed","지뢰 투척 속도 {0}% 증가"
"{0}% increased Mine duration","지뢰 지속시간 {0}% 증가"
"{0}% increased Minion Accuracy Rating","소환수 정확도 {0}% 증가"
"{0}% increased Minion Attack Speed per {1} Dexterity","민첩 {1}당 소환수 공격 속도 {0}% 증가"
"{0}% increased Minion Attack Speed","소환수 공격 속도 {0}% 증가"
"{0}% increased Minion Attack and Cast Speed per Skeleton you own","보유한 해골 하나당 소환수 공격 및 시전 속도 {0}% 증가"
"{0}% increased Minion Attack and Cast Speed per {1} Devotion","헌신 {1}당 소환수 공격 및 시전 속도 {0}% 증가"
"{0}% increased Minion Cast Speed","소환수 시전 속도 {0}% 증가"
"{0}% increased Minion Damage per Raised Spectre","소환한 망령 하나당 소환수 피해 {0}% 증가"
"{0}% increased Minion Duration per Raised Zombie","소환한 좀비 하나당 소환수 지속시간 {0}% 증가"
"{0}% increased Minion Duration","소환수 지속시간 {0}% 증가"
"{0}% increased Minion Maximum Life","소환수 최대 생명력 {0}% 증가"
"{0}% increased Minion Movement Speed per {1} Dexterity","민첩 {1}당 소환수 이동 속도 {0}% 증가"
"{0}% increased Minion Movement Speed","소환수 이동 속도 {0}% 증가"
"{0}% increased Mirage Archer Duration","신기루 궁수 지속시간 {0}% 증가"
"{0}% increased Molten One confusion per Fish Gifted","선물한 물고기 한 마리당 녹아내린 신의 혼란 {0}% 증가"
"{0}% increased Molten Shell Buff Effect","용암 방패 버프 효과 {0}% 증가"
"{0}% increased Molten Shell Damage","용암 방패 피해 {0}% 증가"
"{0}% increased Molten Strike Area of Effect","용암 타격 효과 범위 {0}% 증가"
"{0}% increased Molten Strike Damage","용암 타격 피해 {0}% 증가"
"{0}% increased Monster Attack Speed","몬스터의 공격 속도 {0}% 증가"
"{0}% increased Monster Cast Speed","몬스터의 시전 속도 {0}% 증가"
"{0}% increased Monster Damage","몬스터 피해 {0}% 증가"
"{0}% increased Monster Movement Speed","몬스터의 이동 속도 {0}% 증가"
"{0}% increased Monster Responsiveness","몬스터 반응성 {0}% 증가"
"{0}% increased Movement Skill Mana Cost","이동 스킬 마나 소모 {0}% 증가"
"{0}% increased Movement Speed during Effect","효과를 받는 동안 이동 속도 {0}% 증가"
"{0}% increased Movement Speed during any Flask Effect","아무 플라스크나 효과를 받는 동안 이동 속도 {0}% 증가"
"{0}% increased Movement Speed for each Poison on you up to a maximum of {1}%","자신에게 중첩된 중독 하나당 이동 속도 {0}% 증가, 최대 {1}%"
"{0}% increased Movement Speed for each Poison on you","자신에게 중첩된 중독 하나당 이동 속도 {0}% 증가"
"{0}% increased Movement Speed for each time you've Blocked in the past {1} seconds","지난 {1}초 이내에 막아낸 횟수 하나당 이동 속도 {0}% 증가"
"{0}% increased Movement Speed for each","주변의 적 하나당"
"{0}% increased Movement Speed for you and nearby Allies","자신 및 주변 동료들의 이동 속도 {0}% 증가"
"{0}% increased Movement Speed if Corrupted","타락 시 이동 속도 {0}% 증가"
"{0}% increased Movement Speed if Dexterity is below {1}","민첩이 {1} 미만일 때 이동 속도 {0}% 증가"
"{0}% increased Movement Speed if you have Equipped Boots with no Socketed Gems","장착된 젬이 없는 장화 장착 시 이동 속도 {0}% 증가"
"{0}% increased Movement Speed if you have Pierced Recently","최근 4초 이내 관통한 경우 이동 속도 {0}% 증가"
"{0}% increased Movement Speed if you have used a Vaal Skill Recently","최근 4초 이내 바알 스킬을 사용한 경우 이동 속도 {0}% 증가"
"{0}% increased Movement Speed if you haven't been Hit Recently","최근 4초 이내 피격되지 않은 경우 이동 속도 {0}% 증가"
"{0}% increased Movement Speed if you haven't taken Damage Recently","최근 4초 이내 피해를 받지 않은 경우 이동 속도 {0}% 증가"
"{0}% increased Movement Speed if you've Cast Dash recently","최근 4초 이내 질주를 시전한 경우 이동 속도 {0}% 증가"
"{0}% increased Movement Speed if you've Hit an Enemy Recently","최근 4초 이내 적 명중 시 이동 속도 {0}% 증가"
"{0}% increased Movement Speed if you've Hit with your Off Hand Weapon Recently","최근 4초 이내 보조 장비로 명중 시 이동 속도 {0}% 증가"
"{0}% increased Movement Speed if you've cast a Mark Spell Recently","최근 4초 이내에 징표 주문을 시전한 경우 이동 속도 {0}% 증가"
"{0}% increased Movement Speed if you've dealt a Critical Strike Recently","최근 4초 이내 치명타 명중 시 이동 속도 {0}% 증가"
"{0}% increased Movement Speed if you've thrown a Trap or Mine Recently","최근 4초 이내 덫이나 지뢰를 투척한 경우, 이동 속도 {0}% 증가"
"{0}% increased Movement Speed if you've used a Warcry Recently","최근 4초 이내 함성을 사용한 경우 이동 속도 {0}% 증가"
"{0}% increased Movement Speed on Shocked Ground","감전 지대에서 이동 속도 {0}% 증가"
"{0}% increased Movement Speed per Chest opened Recently","최근 4초 이내 개봉한 상자 하나당 이동 속도 {0}% 증가"
"{0}% increased Movement Speed per Endurance Charge","인내 충전 하나당 이동 속도 {0}% 증가"
"{0}% increased Movement Speed per Frenzy Charge","격분 충전 하나당 이동 속도 {0}% 증가"
"{0}% increased Movement Speed per Nearby Enemy","주변의 적 하나당 이동 속도 {0}% 증가"
"{0}% increased Movement Speed per Power Charge","권능 충전 하나당 이동 속도 {0}% 증가"
"{0}% increased Movement Speed per Summoned Totem","소환된 토템 하나당 이동 속도 {0}% 증가"
"{0}% increased Movement Speed per {1} Dexterity on Allocated Passives in Radius","반경 내 할당된 패시브 스킬의 민첩 {1}당 이동 속도 {0}% 증가"
"{0}% increased Movement Speed per {1} Dexterity on Unallocated Passives in Radius","반경 내 할당되지 않은 패시브 스킬의 민첩 {1}당 이동 속도 {0}% 증가"
"{0}% increased Movement Speed when on Full Life","생명력이 최대일 때 이동 속도 {0}% 증가"
"{0}% increased Movement Speed when on Low Life","낮은 생명력 상태일 때 이동 속도 {0}% 증가"
"{0}% increased Movement Speed while Bleeding","출혈 상태에서 이동 속도 {0}% 증가"
"{0}% increased Movement Speed while Chilled","냉각 상태에서 이동 속도 {0}% 증가"
"{0}% increased Movement Speed while Cursed","저주에 걸린 동안 이동 속도 {0}% 증가"
"{0}% increased Movement Speed while Dual Wielding","쌍수 장착 시 이동 속도 {0}% 증가"
"{0}% increased Movement Speed while Fortified","방어 상승 상태에서 이동 속도 {0}% 증가"
"{0}% increased Movement Speed while Ignited","점화 상태에서 이동 속도 {0}% 증가"
"{0}% increased Movement Speed while Phasing","차원 능력 상태에서 이동 속도 {0}% 증가"
"{0}% increased Movement Speed while Poisoned","중독 상태에서 이동 속도 {0}% 증가"
"{0}% increased Movement Speed while Shocked","감전 상태일 때 이동 속도 {0}% 증가"
"{0}% increased Movement Speed while affected by Grace","은총의 영향을 받는 동안 이동 속도 {0}% 증가"
"{0}% increased Movement Speed while affected by a Magic Abyss Jewel","마법 심연 주얼의 영향을 받는 동안 이동 속도 {0}% 증가"
"{0}% increased Movement Speed while at maximum Power Charges","최대 권능 충전 상태에서 이동 속도 {0}% 증가"
"{0}% increased Movement Speed while holding a Shield","방패를 들고 있는 동안 이동 속도 {0}% 증가"
"{0}% increased Movement Speed while not affected by Elemental Ailments","원소 상태 이상이 유발되지 않는 동안 이동 속도 {0}% 증가"
"{0}% increased Movement Speed while on Burning Ground","용암 지대에 있는 동안 이동 속도 {0}% 증가"
"{0}% increased Movement Speed while on Full Energy Shield","에너지 보호막이 최대일 때 이동 속도 {0}% 증가"
"{0}% increased Movement Speed while under no Flask Effects","플라스크 효과를 받지 않는 동안 이동 속도 {0}% 증가"
"{0}% increased Movement Speed while you have Cat's Stealth","고양이의 은신 상태에서 이동 속도 {0}% 증가"
"{0}% increased Movement Speed while you have Energy Shield","에너지 보호막이 있는 동안 이동 속도 {0}% 증가"
"{0}% increased Movement Speed while you have Infusion","주입 상태에서 이동 속도 {0}% 증가"
"{0}% increased Movement Speed while you have at least two Linked targets","연결된 대상이 2개 이상인 동안 이동 속도 {0}% 증가"
"{0}% increased Movement Speed","이동 속도 {0}% 증가"
"{0}% increased Movement speed while on Burning, Chilled or Shocked ground","용암 지대, 얼음 지대, 감전 지대에 있는 동안 이동 속도 {0}% 증가"
"{0}% increased Off Hand Attack Speed while wielding two different Weapon Types","다른 유형의 무기 2개 장착 시 보조 장비 공격 속도 {0}% 증가"
"{0}% increased Onslaught duration","맹공 지속시간 {0}% 증가"
"{0}% increased Orb Movement Speed","구슬 이동 속도 {0}% 증가"
"{0}% increased Orb of Storms Area of Effect","폭풍 보주 효과 범위 {0}% 증가"
"{0}% increased Orb of Storms Critical Strike Chance","폭풍 보주 치명타 확률 {0}% 증가"
"{0}% increased Overpowered Effect","압도 효과 {0}% 증가"
"{0}% increased Pack size in Nightmare","악몽 내 무리 규모 {0}% 증가"
"{0}% increased Phase Run Duration","위상 질주 지속시간 {0}% 증가"
"{0}% increased Physical Attack Damage while Dual Wielding","쌍수 장착 시 물리 공격 피해 {0}% 증가"
"{0}% increased Physical Attack Damage while holding a Shield","방패를 들고 있는 동안 물리 공격 피해 {0}% 증가"
"{0}% increased Physical Damage Over Time per {1} Dexterity","민첩 {1}당 지속 물리 피해 {0}% 증가"
"{0}% increased Physical Damage for each Map Item Modifier affecting the Area","지도 아이템에 부여된, 지역에 영향을 주는 속성 하나당 물리 피해 {0}% 증가"
"{0}% increased Physical Damage for each time you've Blocked in the past {1} seconds","지난 {1}초 이내에 막아낸 횟수 하나당 물리 피해 {0}% 증가"
"{0}% increased Physical Damage if you've Blocked Damage from a Unique Enemy in the past {1} seconds","지난 {1}초 이내에 고유 적의 피해를 막아낸 경우 물리 피해 {0}% 증가"
"{0}% increased Physical Damage over Time taken while moving","이동 중 받는 지속 물리 피해 {0}% 증가"
"{0}% increased Physical Damage over Time","지속 물리 피해 {0}% 증가"
"{0}% increased Physical Damage per Endurance Charge","인내 충전 하나당 물리 피해 {0}% 증가"
"{0}% increased Physical Damage per Frenzy Charge","격분 충전 하나당 물리 피해 {0}% 증가"
"{0}% increased Physical Damage per {1} Rage","격노 {1}당 물리 피해 {0}% 증가"
"{0}% increased Physical Damage taken over time","받는 지속 물리 피해 {0}% 증가"
"{0}% increased Physical Damage taken while Frozen","동결 상태에서 받는 물리 피해 {0}% 증가"
"{0}% increased Physical Damage taken while at maximum Endurance Charges","최대 인내 충전 상태에서 받는 물리 피해 {0}% 증가"
"{0}% increased Physical Damage taken while moving","이동 중 받는 물리 피해 {0}% 증가"
"{0}% increased Physical Damage taken","받는 물리 피해 {0}% 증가"
"{0}% increased Physical Damage while Leeching Life","생명력을 흡수하는 동안 물리 피해 {0}% 증가"
"{0}% increased Physical Damage while affected by Herald of Purity","순수의 전령에 영향을 받는 동안 물리 피해 {0}% 증가"
"{0}% increased Physical Damage while using Pride","자부심을 사용하는 동안 물리 피해 {0}% 증가"
"{0}% increased Physical Damage while you have Resolute Technique","확고한 기술이 지속되는 동안 물리 피해 {0}% 증가"
"{0}% increased Physical Damage while you have Unholy Might","불경한 힘이 있는 동안 물리 피해 {0}% 증가"
"{0}% increased Physical Damage with Attack Skills","공격 스킬의 물리 피해 {0}% 증가"
"{0}% increased Physical Damage with Axes or Swords","도끼나 검 사용 시 물리 피해 {0}% 증가"
"{0}% increased Physical Damage with Axes","도끼 사용 시 물리 피해 {0}% 증가"
"{0}% increased Physical Damage with Bows","활 사용 시 물리 피해 {0}% 증가"
"{0}% increased Physical Damage with Claws","클로 사용 시 물리 피해 {0}% 증가"
"{0}% increased Physical Damage with Daggers","단검 사용 시 물리 피해 {0}% 증가"
"{0}% increased Physical Damage with Hits and Ailments against Ignited Enemies","점화된 적에 대한 적중 및 상태 이상 물리 피해 {0}% 증가"
"{0}% increased Physical Damage with Hits and Ailments against Poisoned Enemies","중독된 적에 대한 명중 및 상태 이상 물리 피해 {0}% 증가"
"{0}% increased Physical Damage with Maces or Sceptres","철퇴나 셉터 사용 시 물리 피해 {0}% 증가"
"{0}% increased Physical Damage with One Handed Melee Weapons","한손 근접 무기 사용 시 물리 피해 {0}% 증가"
"{0}% increased Physical Damage with Ranged Weapons","원거리 무기 사용 시 물리 피해 {0}% 증가"
"{0}% increased Physical Damage with Skills that Cost Life","생명력 소모 스킬로 주는 물리 피해 {0}% 증가"
"{0}% increased Physical Damage with Spell Skills","주문 스킬로 주는 물리 피해 {0}% 증가"
"{0}% increased Physical Damage with Staves","지팡이 사용 시 물리 피해 {0}% 증가"
"{0}% increased Physical Damage with Swords","검 사용 시 물리 피해 {0}% 증가"
"{0}% increased Physical Damage with Two Handed Melee Weapons","양손 근접 무기 사용 시 물리 피해 {0}% 증가"
"{0}% increased Physical Damage with Wands","마법봉 사용 시 물리 피해 {0}% 증가"
"{0}% increased Physical Damage with Weapons","무기 사용 시 물리 피해 {0}% 증가"
"{0}% increased Physical Damage","물리 피해 {0}% 증가"
"{0}% increased Physical Weapon Damage per {1} Strength","힘 {1}당 물리 무기 피해 {0}% 증가"
"{0}% increased Player and Monster Movement Speed","플레이어와 몬스터의 이동 속도 {0}% 증가"
"{0}% increased Poacher's Mark Curse Effect","밀렵꾼의 징표 저주 효과 {0}% 증가"
"{0}% increased Poacher's Mark Duration","밀렵꾼의 징표 지속시간 {0}% 증가"
"{0}% increased Poison Duration for each Poison you have inflicted Recently, up to a maximum of {1}%","최근 4초 이내 적에게 유발한 중독 하나당 중독 지속시간 {0}% 증가, 최대 {1}% 증가"
"{0}% increased Poison Duration if you have at least {1} Intelligence","지능이 {1} 이상인 경우 중독 지속시간 {0}% 증가"
"{0}% increased Poison Duration on you during Effect","효과를 받는 동안 플레이어에게 적용되는 중독 지속시간 {0}% 증가"
"{0}% increased Poison Duration on you","플레이어에게 적용되는 중독 지속시간 {0}% 증가"
"{0}% increased Poison Duration per Power Charge","권능 충전 하나당 중독 지속시간 {0}% 증가"
"{0}% increased Poison Duration","중독 지속시간 {0}% 증가"
"{0}% increased Poisonous Concoction Area of Effect","독성 혼합물 효과 범위 {0}% 증가"
"{0}% increased Poisonous Concoction Damage","독성 혼합물 피해 {0}% 증가"
"{0}% increased Power Charge Duration","권능 충전 지속시간 {0}% 증가"
"{0}% increased Power Siphon Attack Speed","권능 착취 공격 속도 {0}% 증가"
"{0}% increased Power Siphon Damage","권능 착취 피해 {0}% 증가"
"{0}% increased Prefix Modifier magnitudes","접두어 속성 규모 {0}% 증가"
"{0}% increased Projectile Attack Damage during any Flask Effect","아무 플라스크나 효과를 받는 동안 투사체 공격 피해 {0}% 증가"
"{0}% increased Projectile Attack Damage per {1} Accuracy Rating","정확도 {1}당 투사체 공격 피해 {0}% 증가"
"{0}% increased Projectile Attack Damage while in Blood Stance","핏빛 태세에서 투사체 공격 피해 {0}% 증가"
"{0}% increased Projectile Attack Damage while you have at least {1} Dexterity","민첩이 {1} 이상인 상태에서 투사체 공격 피해 {0}% 증가"
"{0}% increased Projectile Attack Damage with Claws or Daggers","클로나 단검 사용 시 투사체 공격 피해 {0}% 증가"
"{0}% increased Projectile Attack Damage","투사체 공격 피해 {0}% 증가"
"{0}% increased Projectile Damage per Power Charge","권능 충전 하나당 투사체 피해 {0}% 증가"
"{0}% increased Projectile Damage per {1} Dexterity","민첩 {1}당 투사체 피해 {0}% 증가"
"{0}% increased Projectile Damage while in Blood Stance","핏빛 태세에서 주는 투사체 피해 {0}% 증가"
"{0}% increased Projectile Damage","투사체 피해 {0}% 증가"
"{0}% increased Projectile Deceleration","투사체 감속 {0}% 증가"
"{0}% increased Projectile Fork angle","투사체 갈래 각도 {0}% 증가"
"{0}% increased Projectile Frequency per Stage","단계 하나당 투사체 빈도 {0}% 증가"
"{0}% increased Projectile Speed per Frenzy Charge if used by a Mine","지뢰에 의해 사용될 시 격분 충전 하나당 투사체 속도 {0}% 증가"
"{0}% increased Projectile Speed per Frenzy Charge","격분 충전 하나당 투사체 속도 {0}% 증가"
"{0}% increased Projectile Speed while in Sand Stance","모래 태세에서 투사체 속도 {0}% 증가"
"{0}% increased Projectile Speed while wielding a Dagger","단검 장착 시 투사체 속도 {0}% 증가"
"{0}% increased Projectile Speed","투사체 속도 {0}% 증가"
"{0}% increased Projectile spread","투사체 확산 범위 {0}% 증가"
"{0}% increased Protective Link Duration","보호의 연결 지속시간 {0}% 증가"
"{0}% increased Pulse Frequency","파동 빈도 {0}% 증가"
"{0}% increased Puncture Damage","관통상 피해 {0}% 증가"
"{0}% increased Puncture Duration","관통상 지속시간 {0}% 증가"
"{0}% increased Punishment Curse Effect","응징 저주 효과 {0}% 증가"
"{0}% increased Punishment Duration","응징 지속시간 {0}% 증가"
"{0}% increased Quality of Items Found","발견하는 아이템 퀄리티 {0}% 증가"
"{0}% increased Quantity of Expedition Logbooks dropped by Runic Monsters","룬 몬스터가 떨어뜨리는 탐험 일지의 수량 {0}% 증가"
"{0}% increased Quantity of Expedition Logbooks found in Excavated Chests","파낸 상자에서 발견하는 탐험 일지 수량 {0}% 증가"
"{0}% increased Quantity of Fish Caught","포획하는 물고기 수 {0}% 증가"
"{0}% increased Quantity of Items Dropped by Enemies Slain from Supported Skills","보조 대상 스킬로 처치한 적이 떨어뜨리는 아이템 수량 {0}% 증가"
"{0}% increased Quantity of Items Dropped by Slain Enemies","처치한 적이 떨어뜨리는 아이템 수량 {0}% 증가"
"{0}% increased Quantity of Items Dropped by Slain Frozen Enemies","동결된 적 처치 시 떨어뜨리는 아이템 수량 {0}% 증가"
"{0}% increased Quantity of Items Dropped by Slain Maimed Enemies","힘줄 절단된 적 처치 시 떨어지는 아이템 수량 {0}% 증가"
"{0}% increased Quantity of Items Dropped by Slain Normal Enemies","처치한 일반 적이 떨어뜨리는 아이템 수량 {0}% 증가"
"{0}% increased Quantity of Items Dropped by Slain enemies","처치한 적이 떨어뜨리는 아이템 수량 {0}% 증가"
"{0}% increased Quantity of Items Dropped by Synthesised Magic Monsters","결합 마법 몬스터가 떨어뜨리는 아이템 수량 {0}% 증가"
"{0}% increased Quantity of Items Dropped by Synthesised Monsters","결합 몬스터가 떨어뜨리는 아이템 수량 {0}% 증가"
"{0}% increased Quantity of Items Dropped by Synthesised Rare Monsters","결합 희귀 몬스터가 떨어뜨리는 아이템 수량 {0}% 증가"
"{0}% increased Quantity of Items Dropped by enemies Slain by Minions or This Attack","소환수 또는 이 공격으로 처치한 적이 떨어뜨리는 아이템 수량 {0}% 증가"
"{0}% increased Quantity of Items Dropped by enemies Slain by Minions","소환수가 처치한 적이 떨어뜨리는 아이템 수량 {0}% 증가"
"{0}% increased Quantity of Items Dropped by enemies Slain by this Spell or Minions","이 주문 또는 소환수가 처치한 적이 떨어뜨리는 아이템 수량 {0}% 증가"
"{0}% increased Quantity of Items Found from Chests","상자에서 발견하는 아이템 수량 {0}% 증가"
"{0}% increased Quantity of Items contained in Vaal Vessel","바알 그릇에 포함된 아이템 수량 {0}% 증가"
"{0}% increased Quantity of Items dropped by Unique Boss","고유 보스가 떨어뜨리는 아이템 수량 {0}% 증가"
"{0}% increased Quantity of Items dropped in Heists","강탈에서 떨어지는 아이템 수량 {0}% 증가"
"{0}% increased Quantity of Items found during Effect","효과를 받는 동안 발견하는 아이템 수량 {0}% 증가"
"{0}% increased Quantity of Items found in Nightmare","악몽에서 발견하는 아이템 수량 {0}% 증가"
"{0}% increased Quantity of Items found in this Area","이 지역에서 발견하는 아이템 수량 {0}% 증가"
"{0}% increased Quantity of Items found per Chest opened Recently","최근 4초 이내 개봉한 상자 1개당 발견하는 아이템 수량 {0}% 증가"
"{0}% increased Quantity of Items found when on Low Life","낮은 생명력 상태일 때 발견하는 아이템 수량 {0}% 증가"
"{0}% increased Quantity of Items found with a Magic Item Equipped","마법 아이템 장착 시 발견 아이템 수량 {0}% 증가"
"{0}% increased Quantity of Items found","발견하는 아이템 수량 {0}% 증가"
"{0}% increased Quantity of Primal Wisps found in the Viridian Wildwood","취록의 야생림에서 발견하는 원시 도깨비불 수량 {0}% 증가"
"{0}% increased Quantity of Relics Dropped by Monsters","몬스터가 떨어뜨리는 유물의 수량 {0}% 증가"
"{0}% increased Quantity of Sockets","홈의 수 {0}% 증가"
"{0}% increased Quantity of Vendor Refresh Currencies dropped by Monsters in Area","지역 내 몬스터가 떨어뜨리는 판매 상품 갱신 화폐의 수량 {0}% 증가"
"{0}% increased Quantity of Vivid Wisps found in the Viridian Wildwood","취록의 야생림에서 발견하는 혈기 도깨비불 수량 {0}% 증가"
"{0}% increased Quantity of Wild Wisps found in the Viridian Wildwood","취록의 야생림에서 발견하는 야생 도깨비불 수량 {0}% 증가"
"{0}% increased Radius of Consecrated Ground created by this Flask","이 플라스크가 생성하는 신성화 지대의 반경이 {0}% 증가"
"{0}% increased Rage Cost of Skills","스킬의 격노 소모 {0}% 증가"
"{0}% increased Rage Vortex Area of Effect","격노 소용돌이의 효과 범위 {0}% 증가"
"{0}% increased Rage Vortex Damage","격노 소용돌이 피해 {0}% 증가"
"{0}% increased Rain of Arrows Area of Effect","화살비 효과 범위 {0}% 증가"
"{0}% increased Rain of Arrows Attack Speed","화살비 공격 속도 {0}% 증가"
"{0}% increased Rain of Arrows Damage","화살비 피해 {0}% 증가"
"{0}% increased Raised Zombie Size","소환한 좀비의 크기 {0}% 증가"
"{0}% increased Rallying Cry Buff Effect","집결의 함성 버프 효과 {0}% 증가"
"{0}% increased Rallying Cry Duration","집결의 함성 지속시간 {0}% 증가"
"{0}% increased Rampage Streak Duration","광란 질주 지속시간 {0}% 증가"
"{0}% increased Range","범위 {0}% 증가"
"{0}% increased Rarity of Fish Caught","포획하는 물고기 희귀도 {0}% 증가"
"{0}% increased Rarity of Items Dropped by Enemies Slain from Supported Skills","보조 대상 스킬로 처치한 적이 떨어뜨리는 아이템 희귀도 {0}% 증가"
"{0}% increased Rarity of Items Dropped by Enemies killed with a Critical Strike","치명타로 처치한 적이 떨어뜨리는 아이템 희귀도 {0}% 증가"
"{0}% increased Rarity of Items Dropped by Frozen Enemies","동결된 적이 떨어뜨리는 아이템 희귀도 {0}% 증가"
"{0}% increased Rarity of Items Dropped by Shattered Enemies","산산이 조각난 적이 떨어뜨리는 아이템 희귀도 {0}% 증가"
"{0}% increased Rarity of Items Dropped by Slain Enemies","처치한 적이 떨어뜨리는 아이템 희귀도 {0}% 증가"
"{0}% increased Rarity of Items Dropped by Slain Frozen or Shocked Enemies","동결 또는 감전된 적 처치 시 떨어뜨리는 아이템 희귀도 {0}% 증가"
"{0}% increased Rarity of Items Dropped by Slain Magic Enemies","처치한 마법 적이 떨어뜨리는 아이템 희귀도 {0}% 증가"
"{0}% increased Rarity of Items Dropped by Slain Maimed Enemies","힘줄 절단된 적 처치 시 떨어지는 아이템 희귀도 {0}% 증가"
"{0}% increased Rarity of Items Dropped by Slain Rare or Unique Enemies","희귀 또는 고유 적 처치 시 떨어지는 아이템 희귀도 {0}% 증가"
"{0}% increased Rarity of Items Dropped by Slain Shocked Enemies","감전된 적 처치 시 떨어뜨리는 아이템 희귀도 {0}% 증가"
"{0}% increased Rarity of Items Dropped by Slain enemies","처치한 적이 떨어뜨리는 아이템 희귀도 {0}% 증가"
"{0}% increased Rarity of Items Dropped by Synthesised Magic Monsters","결합 마법 몬스터가 떨어뜨리는 아이템 희귀도 {0}% 증가"
"{0}% increased Rarity of Items Dropped by Synthesised Monsters","결합 몬스터가 떨어뜨리는 아이템 희귀도 {0}% 증가"
"{0}% increased Rarity of Items Dropped by Synthesised Rare Monsters","결합 희귀 몬스터가 떨어뜨리는 아이템 희귀도 {0}% 증가"
